hotel_id,name,destination,website,source
417093,Arion Resort Hotel (Arion Suites),"Muğla, Bodrum, Gümüşlük",https://www.arionresort.com,listing
377935,Arkın Palm Beach Hotel,"Kıbrıs, Gazimağusa",http://www.arkinpalmbeach.com,listing
783708,Armağan Apart Otel,"Muğla, Bodrum",https://armaganapartbodrum.com,web_search
1019558,Armi Alaçatı +13,"İzmir, Çeşme",https://armibutikotel.com,web_search
1262491,Armonia Holiday Village & Spa,"Muğla, Bodrum",https://www.armoniabodrum.com,listing
734,Arnna Hotel,"Antalya, Kaş",http://www.arnnahotel.com/,listing
145932,Arsi Enfi City Beach Hotel,"Antalya, Alanya",https://www.arsihotels.com/,listing
1298787,Arsuz Jumanah Premium,"Hatay, Arsuz",https://jumanahotel.com,listing
417607,As Otel Çeşme,"İzmir, Çeşme",https://www.asotelcesme.com,web_search
1210807,Asfiya Loft Apartments,"Antalya, Kaş, Kalkan",https://asfiyalofts.com,web_search
377971,Asfiya Sea View Hotel,"Antalya, Kaş, Kalkan",http://www.asfiyaseaviewhotel.com/contact-us/,listing
1726,Asia Beach Resort & Spa Hotel,"Antalya, Alanya",https://www.asiabeachresort.com,listing
203586,Aska Lara Resort & Spa,"Antalya, Muratpaşa, Lara ",https://www.askahotels.com,listing
646559,Aslan City Hotel,"Antalya, Alanya",https://www.aslanhotels.com,listing
781113,Aslan Corner Otel,"Antalya, Alanya",https://www.aslanhotels.com,listing
1017510,Aslı Bungalow,"Antalya, Kaş, Demre",https://aslibungalow.com,web_search
880,Aspat Hotel Bodrum,"Muğla, Bodrum, Akyarlar",https://www.aspatotel.com,listing
982,Assos Eden Beach Hotel,"Çanakkale, Ayvacık, Assos",https://www.assosedengroup.com,listing
1002,Assos Eden Gardens Hotel,"Çanakkale, Ayvacık, Assos",https://www.assosedengroup.com,listing
784569,Assos Troy Beach Hotel,"Çanakkale, Ayvacık",https://www.troyotel.com,listing
1024449,Assos Troy Port Hotel,,https://troyportotel.com,web_search
45222,Asteria Bodrum Resort,"Muğla, Bodrum, Gümbet",https://www.asteriahotels.com,listing
1025432,Astrid Hotel Bodrum,"Muğla, Bodrum",https://www.astridhotels.com,listing
126663,Atlantique Holiday Club,"Aydın, Kuşadası",https://www.atlantique.com.tr,listing
45482,Atrium Hotel,"Muğla, Bodrum",http://www.atriumbodrum.com/,listing
1022858,Aura Village Alaçatı,"İzmir, Çeşme",https://www.auravillagealacati.com,web_search
1018588,Avalon Hotel Kuşadası,"Aydın, Kuşadası",https://www.avalonotel.com,listing
496,Avantgarde Refined Yalıkavak,"Muğla, Bodrum",https://www.avantgardecollection.com,listing
673104,Avena Resort & Spa Hotel,"Antalya, Alanya, Tosmur",https://www.avenahotel.com,listing
54877,Avlu Otel,"Antalya, Kemer",https://avluhotel.com/,web_search
419391,Aycan Otel,"Balıkesir, Erdek",https://aycanotel.com,web_search
1264288,Aydınbey Famous Resort,"Antalya, Serik, Boğazkent",https://www.aydinbeyhotels.com.tr,listing
142870,Aydınbey Gold Dreams,"Antalya, Alanya",https://www.aydinbeyhotels.com.tr,listing
1264289,Aydınbey Kings Palace & Spa,"Antalya, Manavgat, Side",https://www.aydinbeyhotels.com.tr,listing
419203,Aymira Hotel & Spa,"Aydın, Efeler",http://www.aymirahotel.com.tr/,listing
415213,Aypars Beldibi Hotels,Beldibi,https://www.hotelbeldibi.com,listing
294740,Ayvalık Beach Hotel (Ex. Ivy Sailing Resort Hotel),"Balıkesir, Ayvalık",https://www.ivyotel.com,listing
159109,Azak Beach Hotel (+16 Adult Only),"Antalya, Alanya",http://www.azakbeach.com/tr,listing
295302,Azura Deluxe Resort & Spa Hotel,,https://www.azuradeluxe.com,listing
912,Babaylon Hotel,"İzmir, Çeşme",https://www.babaylon.com.tr,listing
1023579,Babylon Town,"Antalya, Kumluca, Olimpos",https://www.babylontown.com.tr,web_search
140885,Balim Hotel,"Muğla, Marmaris",http://www.hotelbalim.com/,listing
415241,Bamont Villas,"Antalya, Kemer",https://www.bamontvillas.com,web_search
592838,Bay Nihat Lale Otel,"Balıkesir, Ayvalık",https://www.baynihat.com.tr,listing
1448,Bc Spa Hotel Dalyan,"Muğla, Ortaca, Dalyan ",https://www.bcspahotel.com,listing
1797,Begonville Beach Hotel,"Muğla, Marmaris",https://www.begonville.com,listing
874361,Belcan Hotel,"Antalya, Kemer",https://www.belcanhotel.com,listing
1484,Belcekız Beach Holiday Village,"Muğla, Fethiye",https://www.belcekiz.com,listing
834,Belconti Resort Hotel,"Antalya, Serik, Belek",https://www.belconti.com,listing
1284520,Beldibi Beach,Beldibi,https://www.beldibibeach.com,web_search
378932,Belgin Hotel,"Balıkesir, Erdek",https://www.belginotel.com,web_search
783272,Belizi Boutique Hotel,"İzmir, Urla",https://www.belizi.com.tr,listing
901,Belkon Club Belek,"Antalya, Serik, Belek",https://www.belkonhotel.com,listing
872803,Bella Garden Boutique Hotel,Muğla,https://www.bellagardenboutiquehotel.com,listing
776,Bella Resort & Spa,,https://www.bellaresorthotels.com,listing
1017782,Benjamin Otel,"Muğla, Bodrum, Gümüşlük",https://www.instagram.com/benjaminotelgumusluk/,social
415414,Bera Hotel Alanya,Antalya,https://www.bera.com.tr,listing
593536,Beralisa Family Garden Resort - All inclusive,"Antalya, Kemer, Göynük",https://www.omorfigardenresort.com,listing
789581,Bertiz Mignon Bozcaada,Çanakkale,https://bertiz-mignon-bozcaada.hotelrunner.com/,listing
768,Best Western Plus Khan Hotel,"Antalya, Muratpaşa",http://www.khanhotel.com,listing
872770,Bieno Venüs Hotel & Spa,Antalya,http://www.venusotel.com/,listing
882580,Billurcu Otel,"Balıkesir, Ayvalık",http://www.billurcu.com,listing
418851,Bir Umut Otel,"Mersin, Erdemli",http://birumutotel.com,listing
81466,Bircan Hotel,"Muğla, Bodrum",https://bircanotel.com/,web_search
1284463,Bitez Adam Otel,"Muğla, Bodrum, Bitez",https://www.bitezadamotel.com,listing
541,Bitez Garden Life Hotel & Suites,,https://www.bitezgardenlife.com,listing
781596,Blue Marina Hotel,"Antalya, Muratpaşa",https://www.bluemarinahotel.com,listing
1164,Blue Pine Hotel,Beldibi,https://www.larissahotels.com.tr,listing
1020974,Blue Point Hotel,Muğla,https://bluepointyalikavak.com,web_search
45382,Blue Sea Garden (Adults Only),"Antalya, Kaleiçi",http://www.hotelblueseagarden.com,web_search
324955,Blue Sky Hotel & Suites,"Antalya, Alanya",https://www.bluehotel.com,listing
146224,Blue Star Hotel,"Antalya, Alanya",https://www.bluestarhotel.com,listing
188,Blue Waters Club,"Antalya, Manavgat, Side",https://www.bluewaters.com.tr,listing
308319,Bodrum Bay Resort & Spa,"Muğla, Bodrum, Gümbet",https://www.bodrumbayresorthotel.com,listing
124208,Bodrum Beach Resort,"Muğla, Bodrum, Gümbet",https://www.bodrumbeachresort.com,listing
208854,Bodrum Golden Beach Hotel,"Muğla, Bodrum, Turgutreis",https://www.goldenbeachbodrum.com,listing
416992,Bodrum Greenport Hotel,"Muğla, Bodrum",https://www.bodrumgreenport.com,listing
963,Bodrum Skylife Hotel,"Muğla, Bodrum, Gümbet",https://bodrumskylifehotel.com/,web_search
1019652,Bodrum Vera Hotel,"Muğla, Bodrum",https://bodrumverahotel.com,web_search
592535,Bora Bora Butik Hotel,"Antalya, Alanya",https://info@boraborabutik.com,listing
780912,BoraBora Apart,"Muğla, Bodrum, Bitez",https://www.boraapart.com,listing
1678,Bosphorus Sorgun Hotel,"Antalya, Manavgat, Side",https://www.bosphorussorgun.com,listing
417623,Boutique Hotel Montana,"Muğla, Ortaca",https://www.montanadalyan.net,listing
780939,Bozcaada Vitis Otel,"Çanakkale, Bozcaada",https://www.bozcaadahotelvitis.com,listing
418366,Bozooğulları Hotel,Batman,https://www.hotelbozoogullari.com/,web_search
640800,BVS Bosphorus Resort Hotel & Spa,"Muğla, Bodrum",https://www.bvsbosphorus.com,listing
789504,Calimera Hane Garden Otel,Antalya,http://hanehotels.com,web_search
3844,Calista Luxury Resort Hotel,,https://www.calista.com.tr,listing
1264339,Calyptus Kirman Premium,"Antalya, Manavgat, Side",https://www.kirmanhotels.com.tr,listing
378074,Can Garden Beach Hotel,"Antalya, Manavgat, Side",https://www.cangarden.com,listing
878456,Cape Bodrum Luxury Hotel & Beach,"Muğla, Bodrum",https://www.capebodrum.com,listing
1122,Carelta Beach,"Antalya, Kemer",https://www.careltabeachotel.com,listing
416637,Caretta Caretta Hotel,"Muğla, Ortaca",https://www.carettacarettadalyan.com,web_search
417388,Casa Caria Boutique Hotel,"Muğla, Bodrum, Bardakçı Koyu",https://casacaria.com.tr,listing
137034,Casa De Maris Spa & Resort Hotel Adult Only (+16),"Muğla, Marmaris",https://www.casademaris.com,listing
415650,Casa De Sirena Apart Hotel,Antalya,https://www.casadesirena.com/,listing
17955,Casa Dell Arte Residance,"Muğla, Bodrum, Torba",http://www.casadellartebodrum.com,listing
9709,Casa dell’Arte Hotel of Arts & Leisure,"Muğla, Bodrum, Torba",http://www.casadellartebodrum.com,listing
1018416,Casa Fora Beach Resort,"Antalya, Manavgat",https://www.casaforahotel.com,web_search
1017793,Casa Ja Voi Hotel,Muğla,https://www.casajavoi.net,web_search
783104,Casa Tuana Alaçatı,"İzmir, Çeşme",https://www.instagram.com/casatuanaalacati/,social
859913,Catamaran Otel,"Muğla, Bodrum, Gündoğan",https://katamaranhotel.com,web_search
873700,Ces Club Hotel,"Antalya, Manavgat",https://www.cesclubhotel.com,listing
873086,Chingene Glamping,"Antalya, Kumluca",https://www.chingeneglamping.com,listing
626995,City Life Demir Hotel,"Muğla, Fethiye",http://www.citydemirhotel.com/,listing
225040,City Live Otel,"Antalya, Muratpaşa",https://www.citylivehotel.com,listing
1284863,CK Hotel,"Kars, Sarıkamış",https://ckkonaklama.com.tr/,listing
103,CLC Apollonium Spa & Beach Resort,"Muğla, Milas",https://www.apolloniumturkey.com/,listing
640758,Cleopatra Tac Hotel,"Antalya, Alanya",https://www.cleopatrajourney.com,listing
1025429,Club & Hotel Letoonia Fethiye,"Muğla, Fethiye",https://letoonia@letoonia.com,listing
1131,Club Afrodit Tatil Köyü,"Balıkesir, Edremit",http://www.clubafrodit.com/,listing
207599,Club Antiphellos,"Antalya, Kaş",http://www.clubantiphellos.com/,listing
578,Club Aquarium,"Muğla, Bodrum, Güvercinlik",http://www.clubaquarium.com/,listing
646651,Club Calimera Serra Palace,"Antalya, Manavgat, Side, Kizilot",https://serrapalace.com.tr,web_search
132,Club Dorado,"Muğla, Marmaris, Armutalan",https://www.clubdorado.net,listing
414938,Club Grand Aqua,"Antalya, Manavgat, Side, Colakli",https://www.sezergroup.com,listing
47114,Club Hotel Barbarossa Kaş,"Antalya, Kaş",https://www.hotelbarbarossa.com,listing
1447,Club Hotel Rama,Beldibi,https://www.ramaotel.com,listing
9,Club Hotel Turan Prince World,"Antalya, Manavgat, Side",https://www.turanprince.com.tr,listing
784029,Club Karakaş Apart Otel,"Muğla, Marmaris",https://www.clubkarakas.com,listing
377872,Club Marco Polo,"Antalya, Kemer, Çamyuva",https://www.marcopolo.com.tr,listing
593510,Club Marma Hotel,"Muğla, Bodrum, Akyarlar",https://www.clubmarmahotel.com,listing
1656,Club Mermaid Village,"Antalya, Alanya",https://www.clubmermaid.com,listing
98774,Club Paradiso Hotel & Resort,"Antalya, Alanya",http://www.club-paradiso.net/,listing
208575,Club Resort Atlantis,"İzmir, Seferihisar, Sığacık",https://www.clubresortatlantis.com,listing
673073,Club Sun Heaven Family & Spa,"Antalya, Alanya, Konaklı",https://www.clubsunheaven.com,web_search
145696,Club Turtaş Beach Hotel,,https://www.clubturtas.com,listing
1284497,Club Wasa Holiday Village,"Antalya, Alanya",https://www.clubwasa.com,listing
650,Club Çapa,"Antalya, Kaş",https://www.clubcapa.com,listing
416719,Cocopalm Boutique Hotel Alaçatı,"İzmir, Çeşme, Alaçatı",https://www.cocopalmalacati.com,listing
378452,Concorde Luxury Resort & Casino & Convention & SPA,"Kıbrıs, Bafra",https://www.concordehotel.com.tr,listing
295074,Concordia Celes Hotel,"Kırşehir, Boztepe ",https://www.concordiaceles.com.tr,listing
1264659,"Cook’s Club Adakoy, Marmaris – Adults Only","Muğla, Marmaris",https://www.cooksclubadakoy.com,web_search
2917456,Corendon Hydros Club Kemer,"Antalya, Kemer",https://www.corendonhotels.com,web_search
1333,Costa Bodrum City Otel,"Muğla, Bodrum",https://www.costabodrumcity.com,web_search
1284558,Costa Sarıyaz Hotel,Muğla,https://www.costasariyazhotel.com,web_search
1025270,Costa Viva Bodrum,"Muğla, Bodrum",https://www.costavivabodrum.com,web_search
427,CPAnkara Hotel,"Ankara, Yenimahalle",https://www.cpankara.com.tr,web_search
1285108,Cratos Premium Hotel,"Kıbrıs, Girne",https://www.cratospremium.com,listing
416,Crowne Plaza Kayseri,"Kayseri, Melikgazi",https://www.ihg.com/crowneplaza/hotels/us/en/kayseri/asrks/hoteldetail,web_search
262,Crystal Aura Beach Resort & Spa,"Antalya, Kemer",https://www.crystalhotels.com.tr,listing
873037,Crystal Club World Of Colours,"Antalya, Serik",https://www.crystalhotels.com,listing
180,Crystal Family Comfort Collection,,http://www.crystalhotels.com.tr/de/hotel/crystal-family-resort--spa/18,listing
392,Crystal Flora Beach Resort,,https://www.crystalhotels.com,listing
1210783,Crystal Green Bay Resort & Spa,"Muğla, Bodrum, Güvercinlik",http://www.crystalhotels.com.tr/de/hotel/crystal-green-bay-resort--spa/25,listing
1023769,Crystal Sunrise Queen Luxury Resort & Spa,"Antalya, Manavgat",http://www.crystalhotels.com.tr/de/hotel/crystal-sunrise-queen-luxury-resort--spa/23,listing
256354,Crystal Sunset Pearl Collection,,http://www.crystalhotels.com.tr/de/hotel/crystal-sunset-luxury-resort--spa/22,listing
1264312,Crystal Tat Beach Pearl Collection,"Antalya, Serik, Belek",http://www.crystalhotels.com.tr/de/hotel/crystal-tat-beach-golf-resort--spa/17,listing
878231,Cumbalıca Beach Hotel,"İzmir, Çeşme",https://www.cumbalicahotel.com,web_search
663263,Cunda Bal Konak,"Balıkesir, Ayvalık, Cunda",https://cundabalkonak.com,listing
379065,Cunda Doruk Otel,"Balıkesir, Ayvalık",http://www.cundadoruk.com/,listing
419259,Cunda Esen Otel,"Balıkesir, Ayvalık",https://www.cundaesenotel.com,listing
419547,Cunda Mavi Otel,"Balıkesir, Ayvalık",http://www.cundamavi.com/,listing
143022,Cunda Nesos Otel,"Balıkesir, Ayvalık",http://www.nesosotel.com.tr/,listing
876343,Cunda Paradise Otel,"Balıkesir, Ayvalık, Cunda",https://www.cundaparadiseotel.com,listing
419517,Cunda Zeyna Otel,"Balıkesir, Ayvalık, Cunda",https://www.instagram.com/zeynaotel/,social
995,D Maris Bay,"Muğla, Marmaris",https://www.dhotel.com.tr,listing
1376,D-Resort Göcek,"Muğla, Fethiye, Göcek",http://www.dresortgocek.com/,listing
616,Daima Biz Hotel,"Antalya, Kemer",https://www.daimahotels.com,listing
1765,Dalian Elite Hotel,"İzmir, Çeşme",https://www.facebook.com/dalianelitehotel/,social
593516,Dalyan Hotel Nish Caria,"Muğla, Ortaca",https://dalyanhotelnish.com/,listing
45341,Dalyan Resort Spa,"Muğla, Ortaca, Dalyan ",http://www.dalyanresort.com/english/index.php,listing
416650,Daphnis Hotel,"Muğla, Bodrum, Göltürkbükü",https://www.daphnishotel.com,listing
780952,Datça Masal Gibi,"Muğla, Datça",https://www.instagram.com/masalgibidatca/,social
1210808,De Mare Family Hotel,"Antalya, Alanya, Konaklı",https://www.demarehotel.com.tr,listing
935,Dedeman Club Bodrum,"Muğla, Bodrum",https://www.clubdedeman.com.tr,listing
946051,Dedeman Kemer Resort - Ultra All Inclusive,"Antalya, Kemer",https://www.dedeman.com,web_search
379203,Delphin Apart Hotel,"Antalya, Manavgat, Side",https://www.facebook.com/delphinaparthotel/,social
417438,Delta Hotels By Marriott Yalıkavak,"Muğla, Bodrum",https://www.marriottdeltabodrum.com,listing
269230,Denizkızı Hotel,"Kıbrıs, Girne, Lapta",https://www.denizkizi.com/tr,listing
2916861,Denizkızı Royal,"Kıbrıs, Girne",https://www.denizkizi.com/tr/,listing
416580,Design Plus Seya Beach Hotel,"İzmir, Çeşme, Alaçatı",https://www.labranda.com/de/hotel/seya-beach-hotel.html,listing
308271,Diamond Beach Hotel & Spa,"Antalya, Manavgat, Side",http://www.thediamondhotels.com,listing
308458,Diamond Premium Hotel & Spa,,http://www.thediamondhotels.com,listing
1804,Didim Yacht Club,"Aydın, Didim",https://www.yachtclubdidim.com,web_search
1768,Dilek Ağacı Boutique Hotel,"Muğla, Bodrum",https://www.dilekagaciotel.com,web_search
416911,Dinç Pansiyon,"Muğla, Bodrum",https://www.dincpansiyon.com,web_search
592299,Dionysos Village Hotel,"Muğla, Marmaris, Kumlubük",https://www.dionysoshotel.com.tr,listing
781250,Diva Residence Allsuite Hotel,"Antalya, Kaş",https://www.instagram.com/diva.residence.hotel.kas/,social
221328,Dobedan Beach Resort Comfort ( Ex. Brand Alva Donna Hotels ),"Antalya, Manavgat, Side",https://www.dobedanhotels.com,listing
265960,Dobedan World Palace ( Ex. Brand Alva Donna Hotels ),"Antalya, Kemer, Kiris",https://www.dobedanhotels.com,listing
630644,Dogan Hotel,"Antalya, Kaleiçi",https://doganhotel.com,web_search
416684,Dolphin Apart Hotel,"Muğla, Ortaca",https://www.instagram.com/dolphinapartsarigerme/,social
1020752,Dolphin Boutique Hotel,Burdur,https://dolphinboutiquehotel.com/,listing
1023787,Doria Hotel & Yacht Club Kaş,"Antalya, Kaş",https://www.doriahotelkas.com,listing
163,Doria Hotel Bodrum,"Muğla, Bodrum",https://www.doriahotelbodrum.com,listing
415304,Doris Aytur Otel,"Antalya, Alanya",https://www.hoteldorisaytur.com,listing
1779,Dosi Hotel,"Antalya, Manavgat, Side",https://www.dosihotel.com,listing
415183,Dosinia Luxury Resort,Antalya,http://dosinialuxuryresort.com/,listing
64648,DoubleTree by Hilton Bodrum Işıl Club Ultra All Inclusive Resort,,https://www.hilton.com/en/hotels/bjvtrdi-doubletree-bodrum-isil-club-resort,listing
1025275,DoubleTree By Hilton Bodrum Marina Vista,"Muğla, Bodrum",https://www.hotelmarinavista.com,listing
1298823,DoubleTree by Hilton Kars Sarıkamış,"Kars, Sarıkamış",https://www.doubletreebyhiltonsarikamis.com,listing
872180,Doğruer Boutique Hotel & Spa,"Muğla, Milas",https://www.dogruerhotel.com,listing
1018006,Drala Inn Cappadocia  (+15),Nevşehir,http://dralainncappadocia.com,listing
379223,Dream Of Cappadocia,"Nevşehir, Kapadokya, Uçhisar",http://www.dreamofcappadocia.com/,listing
877630,Dream Town Hotel,"Antalya, Kemer, Tekirova",https://www.dreamtownotel.com,listing
783557,Dreams Bodrum Otel,"Muğla, Bodrum",https://dreamsbodrumhotel.business.site,listing
1434269,Duja Chalet Ski Center,"Kars, Sarıkamış",https://www.dujahotels.com,listing
1022385,Duqqan Deluxe Hotel,"Aydın, Kuşadası",https://www.dabaklarhotel.com,listing
417244,Duru Butik Otel,"Muğla, Bodrum",https://www.instagram.com/durubutikotel/,social
872974,Ebruli Pansiyon Cunda,"Balıkesir, Ayvalık, Cunda",https://www.cundamarinahotel.com,listing
416892,Ece Hotel,"Muğla, Bodrum, Göltürkbükü",http://www.ecehotelbodrum.com,web_search
789782,Eco Farm Boutique Hotel,Muğla,https://ecofarmbodrum.com,web_search
1586,Eden Pyara Hotel Turunc,"Muğla, Marmaris, Turunç",https://www.oteleden.com,listing
689,El Vino Hotels & Suites,"Muğla, Bodrum",https://www.elvinobodrum.com,listing
891018,Ela Excellence Resort Belek,,https://www.elaresort.com,listing
781348,Elamir Beach Bungalow Hotel,"Antalya, Kemer",https://elamirbeachbungalow.com,web_search
378462,Elamir Grand Lukullus,"Antalya, Kemer",https://info@lukullushotel.com,listing
781396,Elamir Magic Dream Hotel,"Antalya, Kemer",https://www.botanikresorthotel.com,listing
781392,Elamir Resort Hotel,"Antalya, Kemer",https://www.elamirresorthotels.com/,listing
781593,Elanis Suites Hotel,"Antalya, Muratpaşa",https://www.elanissuiteshotel.com,listing
872961,Elementa Boutique Hotel,Muğla,https://www.elementahotels.com,web_search
419156,Eles Butik Otel,"Muğla, Bodrum, Akyarlar",https://www.elesotel.com,listing
784499,Elevres Stone House Hotel,"Nevşehir, Kapadokya",http://www.elevresotel.com/index.php,listing
592657,Elexus Hotel Resort & Casino & Spa,"Kıbrıs, Girne",https://www.elexushotel.com,listing
874362,Elijah Hotel,"Antalya, Kemer",https://www.elijahotel.com,listing
414989,Elips Royal Hotel & Spa,Antalya,https://www.elipsroyal.com/,listing
327061,Elit Life Hotel,"Antalya, Kemer, Çamyuva",https://www.besobeachhotel.com,listing
1189,Elite Hotels Yalıkavak,"Muğla, Bodrum, Yalıkavak ",http://www.elitehotels.com.tr,listing
1023539,Elite World GO Van Edremit,,https://www.eliteworldhotels.com.tr,web_search
137065,Elite World Kuşadası,"Aydın, Kuşadası",https://www.marinahotelkusadasi.com,listing
874780,Elite World Resort Mersin Silifke,"Mersin, Silifke",https://www.marvistahotel.com,listing
881907,Elitium Dizayn Termal Otel,"Aydın, Germencik",https://www.elitiumdizayntermalhotel.com,web_search
890895,Ella Alaçatı Otel,"İzmir, Çeşme",https://www.facebook.com/ellaalacatiotel/,social
872091,Elysium Green Suites,"Antalya, Muratpaşa",https://www.elysiumgreensuites.com,listing
